emotion,tweet_no_emojis
4,drunk in new jersey. i like americans &amp; cancadians  but also: yay for europeans in new jersey  haha. i never want to leave
0,can't find her mummy on twitter
4,Hanging out with alisa today  gonna be fun
4,yay I got a hug back  - btw how many updates do I have ?
4," Finished one campaign on L4D, it's fun! Took about an hour I think. Really want a copy of :TC, just my kind of game. "
0,"teaching my dog how to walk on a leash, its so hard  anyone have any tips? my dog hates it so far "
4,deffos hang around the city  celeb stalking?
0,"Sitting in englishh ... Boredomm    I hatee English, that soundsbad ... i hate the subject .. i got a B haha ....."
0,"  in Noodles World, the ppl r all wearing yellow to remember yoooh, cept they always wear yellow "
4,okay  I'll have to owe you then and I'll use the gift-card some other time  (no I won't give it to u )
4," You're welcome, Mary Ann!  Searching for terms was fun. "
0," I always feel like a total weirdo no matter where I am, its part of my charm   I'd offer to go with, but have alternate plans "
4,Whats UP children of WYD wanna talk in GAME   SPecial Thanks thyrene for helping me and also GM's
0,Back home at the Black forest... now i miss my friends near stuttgart   god damned!  >> Could it be Love when i want to kiss him? <<
0,feeling lost without my p-nasty  he is off having an adventure with my dad and brothers...ugh. come home soon my love
4,"Texting cheska, lotta and cedric reyes  , chatting with danes "
0,wants a lot of things... but what i really want now is a hug
4,yesterday I was punish =( but today NO!!  ï¿½i have a record! ï¿½4 followers !
4,Hhaa Whoo Lol  &quot;a golden exit&quot; - that song is singing me to sleep. goodnight friends.! Mrs.CJBaran
4,I like staying up til six thirty in the morn.   .PYSCHO[BiLLiE]BiTCH.
0,off to school...only one class today ....be home after 110...only to study for my psych final tomorrow
0,At stage of day when I am awaiting 4 PPT decks &amp; 3 spreadsheet workbooks. Can't go until signed off.  Likely to be here . late
4,Is standing outside with age its sprinkling  Omg.and that rain will kill us all
4,The geeks  Found out that ang onti lang pala ng Dress-ups for Sporty girls
4,haha i loveeeee him  he's amazing in taylors video though
4,hello from work  how are you?
4," DreamHost couponquot;SENSONIZE&quot; $97 OFF!!  Your $97 bill is on me, enjoy! "
4,aww britains got talent was good  btw.. ZERO!!! blast offff  (tbs todayyyy)
4,tweet tweet x) .. I'm going to buy the cosmopolition  I never bought it before  haha .. pointless tweet ^^
0,LOL!  Hopefully not.
4,Snow Patrol was great yesterday..  Loved them... The support act was weird  Didn't like them!
0,"i thiiiiiiiink, maybe, possibly, sally's gone to bed   boo im alooone."
0,sleepy. would love to stay home again today and just watch True Blood  but must go to work
4,Me and My Friends were supposed to pull an all nighter they all fell asleep not cool !!! Ive been up since 7 almost 24 hours  im skilled
0," dammit  and i have no money at the moment, so i can't come visit you either  fuck...how long are you in S-nÃ¤s? "
4,Bedddddddddd. Leave it on aim or myspacee
4,Idk its funny   would you rather me call you Italian foods? Lol... Hello my little noodle
4,Me and my ''sis'' Jazzy going out now  See you around
0,"   Going to be stuck at work tonight!!! Have to cancel the D&amp game, for this week. "
0," While thanking you for the free BF, it's a pity you can't try  Boost for one day with it! "
4,pretty sure we do  not sure....but im PRETTTTY sure
0,nothing's on tv to watch  last tweet of the day. good night people (:
0,I also busted up my knee........     sUmMeR
4,Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool &amp; Classy baby! Shout out 2 &quot&quot; yeah mane!
0," omg, you so need to teach me how to use tweet.sg without the url at the end.  im neww. "
4,great  I'm just a bit lazy haha still planning on what to do for the rest of the day
0,Yep  And I want to be older too haha
4,"4 hours till the bithday ... aaah I already need to get ready  it's difficult to use just one hand u.u , will you help me? "
4,so was in forest   now I'm back  school tomorrow -.-  lessons o.O  I HATE SCHOOL -.-
0,i'm here again  guess what? i cant play with The Sims 2  grrr the sims are pixelated  lol.
4,OMG! Chuckkk. you met mileyy.  i love her so much  that's awesome my fave drummer with my 2nd fave singer.  yay.
4,MUST STAY AWAKE!  idk if its cause i'm reading the jacob parts thats making me sleepy.. need some robsten news soon
0,i went to the local bookstore and... no miki falls
4," Nevermind I figured out what you were talking about, haha!  And well, it's totally up to you reg. recap! LOL "
4,"  Sure. That, and you're overall more awesome people to know. "
0,"1: Was on hold for Rogers 40min  2: I'm not eligable to upgrade to 3GS until July 11   3: If I wanna buy it, $799 "
0,sii yo keria nick!! yo amoo a niick!! no a joe..aunke igual ta weeno
0,sorry i wasn't home  i hope youre having fun tho
4,(We mae you
0,VERY good night except for the end  now watching I Am Sam with Rachel and Tarynnn goodnight twitter
4,": Last time I installed Win  on a PC, I turned on the printer and  installed the driver without any of my clicks. "
4,dw about it ^.^ u can always count on me to be there for u   love u sis..so watcha doin  ?
4," Woo, Its my birthday tommorrow, so thank you  Btw, I wish you were in the HM movie more"
4,Good night twitter buddies   missed u today
0,() OH GOD  I need a hug plz
0,baby's leaving tomorrow   getting some sleep so i can see him in the morning
0,Sad i wasnt at the david archuleta concert tonightt  loved tonight and pumpeddd for the weekenddd!
4,HAHAH you areee e  shit gotta gap   talk laters
0,House is too quiet w/o kids here  Will see them tomorrow  Taking sons 2&amp to the Dr :-\ Going to Son #1's Award thing  Tech
4,just finished lunch!  i'm not cranky anymore! haha.  right now i'm eating the biggest slice of cake i've ever had! yum!
0," jaja i know that's a normal boy but  he's so cute, he have something^^ OMG i love him if I only could say his name "
0,i'm feeling not so good  my stomach is hurting
4," HAHA i got some more if you want  what you writing, poem about pigs? "
4,"is finally going to sleep, had a great night, had a great talk with the bro and is hopefully going to tucson tomorrow  - $teph"
0,Fifthiethh tweet!   anyone fancy writing me a personal study essay?
4,im seeing taylor in THREE DAYS  in London  hope she brings gloriana
0,ohhh... o.O sorry  haha well I know what link you'll never be clicking again....
4,rly??? wow tht sounds fun!  ~~karis
4,My iPod touch is broken . At least i still have that one yr warrenty on it.  <MARY>
0,aww  well i'm waiting until i find a new job. i'm nervous about drug tests!
0,Fabi!!!!!!! conect now please!!!!!!!!!!!!!!!!!!!!!!!!!!  my e mail is jimbojose-jimbo.com  is Jimbo for my cat and i miss y ...
4,well that's good  LOL you're so kind
4," haha,summer starts on June here or even on May and it's really hot here  not as hot as in Philippines,but..hot "
4,but i think serena is looking too old  like william in 'about a girl' ya know?
4,"Ceh2 &quot&quot; open facebook. Wahlau his password, freaking headache! We are still not ready to publicist our ________. Sry hor, wait long2 "
0,working in &quot-days-to-paper-submission&quot; mode - 7am to midnight with breaks for lunch and dinner - 80 hours to my flight and so much to do
4,"&quot;And General Joseph Hooker-&quot; *Everyone starts laughing* &quot;You all do know his last name isn't Prostitute, right?&quot; LMFAO! Mr. Shniedddd.  "
0," Yes  Ugh, he didn't go to Rome, right? there's when things started to get romantic for RK"
0,sun shine where i need it most
4,Nope dear. I mean PC^^ Its standing in our kitchen  really! next to the freezer
4,Cant Wait Til lunch with   22days
4,is freakin' exhausted man! this sun is a serious knockout |-)!  maths exam was very.. well i fell asleep ! waiting for Jordan now
4,Everything's great  accept it's wierd that I only follow celeberities
4,ahh. love story  &amp; yepp. italy means coolness
4,Happy Birthday  #2pac. You're missed. rip
4,welcomes Gizelle to my followers~  Followed you back!
4,Hey peter How are you? Omg i hope you go the new moon comic con in July  Hopefully ill get to meet you
4,sitting in school. teacher jahn makes partyyyy  haha. milly? love you! one month huh?  (F)(F)
4,i know baby  its gonna be good seein you again   i love you xxx
4,just got back from fishin with ryan and brett!! that was purely hilarious!!!  3333  now off to sing at baccalaureate!! fun fun fun!!
4,i've only read twilight but im going to start reading new moon tomorrow  cant wait.. please dont spoil  im a little behind
4,"i'm off eating! grrrr, i'm hungry!  c ya maybe later! maybe not... dunno...  "
4," ahhh. i meant chowder ung cartoon character  haha, kasarap gd ng seafood chowder dun  i order it everytime there "
4,"well i a back online!!  and i am staying on the computer today. those kids can run around, whatever  my cell isn't working. >:"
4,the squirrel on Ice age movie  the funny squirrel
4,I got my blink 182 tickets!!! $83.70 is so worth it.  #mandyk ilyMax hanging with jess today and laying out all day liek old times
4,i bought milk  ((the lady at the checkout was like &quot;I NEED YOUR ID BITCH&quot; so i had to give my mom my money so she could buy it ))
4," I get my Silversping's kit of gears.  It's so... white!  Hey, do u play in what server?"
4," there's 12 reasons why I want you to shrivel up, but I'm too nice to tell you them.  I'm watching Harold &amp; Kumar"
4,Secondhand Serenade - Your Call 'cause my T' is the bestest  I love you
4," jajajaj, I want a Dad, Mon !... Plezzz, someone handsome "
4,"just installed windows  a few hours ago, and instantly got a time-bomb with a mega-tonic virus which is really damn powerful "
4,"cant wait to watch the mtv movie awards  oh &amp; the hills,lol. my bbygurl is comin home soon"
4,quotation of the day: finders keepers losers weepers - l8r im going 2 practise piano
4,#myweakness is the Jonas Brothers!!  and Honor Society Bets bands EVER. I lovee them sooo much!!
4," Oh, i can just see stuff of people i'm following? Strange mornin', think i need some more coffe  btw, i love ur style "
4,I'm fine thaanks!  Just have examweek. Blaaah  But I'll survive it! Next week vacation!  xoxo
4,The perks of a skype conversation
4,"DEPLURK! k mommykim, i'll stop plurking  KYRA; you will get ur comment tommorow. BYEE!  "
4,Scrapbooking made easy!!!    At the Charos household!     With the Malaysians atm!!     YEAH CHAROS!
4," lol, was I the one who told you this?  I found it, now everyone knows its there  its my friend requestin it  for me"
4,i love my online friends.  Sometimes I can relate to them more than the friends I see all the time. lol.
4,I haven't checked yet but it would've been a good idea  except now I've eaten it...
4,so i'll be off now. am getting ready and watching tv besides  see you in school again haha  oh no i'll write a biig french test
4,Today..  it was good  our class will go on a trip tomorrow  ^^ &amp; itÂ´s raining
4,"Everyone better be demanding Mitchel Musso, Miley Cyrus and Eminem on eventful.com for me!  Manchesterrrr (or Liverpool!) "
4,Goodnight Twitter.  Oh cuddly pillow? Time for huggles!  Cuddle heaven.  *having a cute moment*
4,Awh I LOVE YOUU
4,thx: &quot100Listeners!thk you all  Hi ... â«
4,I love Taylor Swift  shes awesome
4,"Hes 1) cuter 2) hotter 3) funner 4) nicer/not an ass 5) better in anyway possible. Anyway, I like him a lot  Except now hes 'disabled' "
4,... im bored... but my room is looking nice and clean
4,I LOVE YOU sleep tight
4,i hear music and watting to we shall have something to eat !  thats will be awesome
4,yusssss  loll. she got married when she was 7 months pregnant its like wtf  x
4,Yuppers  I really like them
4,i really enjoyed this afternoon.  mani thanks sa libre. tomy - hahahhaha! ezra- you are CRAZY dude.
4,everytime babe! it was my pleasure. I joined ur&amp;paiges site right now . wow..how lucky am I to get free tickets?! wohoo
4,Congrats Lakers! So happy for them&amp;the hardcore fans!  P.s. some advice....pizza&amp;mocha...not a good mix
4,oh kool  haha im lookin forward to it char
4,"Treating my ears to lovely music, courtesy of Kina Grannis and her ridiculous talent  Goodnight world"
